Time,NPoints,FrameTime
1588708796723374,309842,122977
1588708796856383,338063,13687
1588708796891416,338063,16157
1588708796964252,366310,14633
1588708797022983,366310,16154
1588708797091144,366310,15310
1588708797164333,394520,15446
1588708797223616,394520,16218
1588708797291848,394520,14392
1588708797382597,422710,16498
1588708797435545,422710,15161
1588708797490549,422710,14929
1588708797558163,450940,20086
1588708797633695,450940,18339
1588708797693492,450940,19579
1588708797767940,479139,18423
1588708797824669,479139,17932
1588708797893819,479139,16206
1588708797963492,507356,20761
1588708798029500,507356,20914
1588708798092320,507356,21847
1588708798163949,535570,19139
1588708798230837,535570,21473
1588708798299013,535570,22479
1588708798368556,563783,24715
1588708798427624,563783,24141
1588708798496632,563783,23191
1588708798563608,592064,22185
1588708798622121,592064,21193
1588708798692924,592064,19735
1588708798758210,592064,18673
1588708798835155,620397,20638
1588708798891534,620397,19668
1588708798962040,620397,18855
1588708799027479,648779,25596
1588708799093444,648779,20970
1588708799169584,677124,19992
1588708799225683,677124,20727
1588708799293589,677124,20617
1588708799371403,705434,22638
1588708799429702,705434,22668
1588708799498993,705434,20403
1588708799562734,733693,25650
1588708799631631,733693,24807
1588708799694487,733693,27532
1588708799769474,733693,23177
1588708799824139,761894,24043
1588708799898280,761894,23155
1588708799982380,790147,29987
1588708800025393,790147,30569
1588708800108826,790147,30557
1588708800165401,790147,33271
1588708800223973,818437,31902
1588708800290510,818437,30877
1588708800383538,846785,30060
1588708800429276,846785,24660
1588708800493046,846785,24454
1588708800561447,846785,27531
1588708800622896,847095,30111
1588708800698929,847095,28572
1588708800768000,847095,23728
1588708800828857,847439,23268
1588708800902075,847439,22918
1588708800963222,847626,23677
1588708801030049,847626,21842
1588708801092829,847626,22772
1588708801178839,847626,23700
1588708801230446,847773,23604
1588708801297083,847773,21028
1588708801366556,847773,21406
1588708801436140,847940,26986
1588708801509877,847940,31197
1588708801564217,848081,28386
1588708801631894,848081,22729
1588708801693436,848081,30472
1588708801761690,848081,29248
1588708801836568,848259,29312
1588708801891647,848259,23724
1588708801967242,848259,22039
1588708802027843,848392,24487
1588708802101044,848392,21073
1588708802158816,848392,18953
1588708802234606,848453,21843
1588708802303420,848453,21229
1588708802362062,848453,19249
1588708802451696,848361,23225
1588708802495458,848361,20771
1588708802584448,848220,21325
1588708802631609,848220,21941
1588708802695159,848220,22660
1588708802762970,848220,21558
1588708802827432,848260,19328
1588708802898677,848260,23874
1588708802958072,848260,20606
1588708803041992,848307,23021
1588708803095838,848307,19032
1588708803182979,848494,29731
1588708803234909,848494,30650
1588708803297383,848494,21338
1588708803377981,848494,22281
1588708803433948,848664,22383
1588708803516281,848664,25363
1588708803565545,848757,24883
1588708803630246,848757,30530
1588708803702243,848757,22670
1588708803763473,848757,19583
1588708803838887,848899,23368
1588708803896170,848899,20249
1588708803972804,848899,23029
1588708804030753,848989,23019
1588708804100105,848989,26747
