Time,NPoints,FrameTime
1588708873877251,309842,110434
1588708873998384,338063,12286
1588708874038777,338063,14931
1588708874111584,366310,16294
1588708874170421,366310,14647
1588708874238176,366310,14317
1588708874311661,394520,15061
1588708874370988,394520,16188
1588708874439200,394520,16687
1588708874530525,422710,14478
1588708874582761,422710,15141
1588708874637912,422710,15578
1588708874705673,450940,14666
1588708874780815,450940,13292
1588708874840920,450940,15385
1588708874916054,479139,15357
1588708874971901,479139,16093
1588708875041143,479139,15805
1588708875110812,507356,15727
1588708875176838,507356,15856
1588708875239680,507356,16208
1588708875311031,535570,17847
1588708875378167,535570,16840
1588708875446346,535570,15525
1588708875516756,563783,16150
1588708875574889,563783,15520
1588708875643972,563783,17119
1588708875710923,592064,19615
1588708875769495,592064,15773
1588708875840240,592064,20426
1588708875905843,592064,18119
1588708875982448,620397,17765
1588708876038875,620397,17971
1588708876109396,620397,18054
1588708876174718,648779,18559
1588708876240812,648779,16951
1588708876316902,677124,17835
1588708876372967,677124,18205
1588708876441095,677124,19384
1588708876518427,705434,19676
1588708876577064,705434,18417
1588708876646324,705434,20019
1588708876710071,733693,20834
1588708876778979,733693,21006
1588708876841838,733693,20581
1588708876916763,733693,17876
1588708876971401,761894,16334
1588708877045618,761894,18851
1588708877133225,790147,20902
1588708877172706,790147,19815
1588708877256139,790147,19763
1588708877312749,790147,18706
1588708877371242,818437,21380
1588708877437808,818437,22745
1588708877531295,846785,21575
1588708877576630,846785,22519
1588708877640383,846785,19103
1588708877708797,846785,21778
1588708877770238,847095,21607
1588708877846303,847095,21435
1588708877915353,847095,19831
1588708877976176,847439,22455
1588708878049384,847439,20743
1588708878110530,847626,19548
1588708878177528,847626,22953
1588708878240147,847626,21383
1588708878326142,847626,20274
1588708878377779,847773,21421
1588708878444377,847773,22409
1588708878513893,847773,19920
1588708878583469,847940,21718
1588708878657222,847940,20173
1588708878712294,848081,22359
1588708878779148,848081,21150
1588708878840698,848081,20628
1588708878909024,848081,19336
1588708878983907,848259,20798
1588708879038941,848259,20981
1588708879114515,848259,19637
1588708879175167,848392,22147
1588708879248360,848392,21319
1588708879306134,848392,20014
1588708879381853,848453,20578
1588708879450713,848453,22101
1588708879509291,848453,20613
1588708879598940,848361,20544
1588708879642936,848361,20434
1588708879737694,848220,21157
1588708879778940,848220,21723
1588708879842487,848220,20863
1588708879910478,848220,19630
1588708879974810,848260,20079
1588708880045962,848260,20334
1588708880105468,848260,21237
1588708880189341,848307,20251
1588708880243178,848307,20246
1588708880329888,848494,23841
1588708880382194,848494,23418
1588708880444652,848494,20770
1588708880525302,848494,22438
1588708880582890,848664,22607
1588708880663581,848664,23131
1588708880712856,848757,20868
1588708880777604,848757,20609
1588708880849592,848757,20320
1588708880910804,848757,21752
1588708880986222,848899,26498
1588708881043556,848899,21967
1588708881120156,848899,21598
1588708881178069,848989,19435
1588708881247475,848989,24794
