Time,NPoints,FrameTime
1588708895901917,337820,115754
1588708896028518,366041,18578
1588708896047244,366041,10105
1588708896088301,366041,20564
1588708896161057,394288,15339
1588708896219836,394288,17094
1588708896287726,394288,14951
1588708896361198,422498,18241
1588708896420494,422498,17778
1588708896488595,422498,15276
1588708896578673,450688,15589
1588708896632322,450688,13660
1588708896687392,450688,14866
1588708896755121,478918,22074
1588708896830364,478918,14980
1588708896890415,478918,15295
1588708896964804,507117,16365
1588708897021445,507117,15861
1588708897090657,507117,15433
1588708897160341,535334,19356
1588708897226365,535334,17555
1588708897289192,535334,15827
1588708897360635,563548,17442
1588708897427713,563548,15399
1588708897495935,563548,14986
1588708897572307,591761,21499
1588708897624449,591761,17251
1588708897693498,591761,17161
1588708897760500,620042,26766
1588708897819091,620042,17120
1588708897889822,620042,17221
1588708897955077,620042,16766
1588708898031987,648375,19271
1588708898088389,648375,17267
1588708898158874,648375,18520
1588708898224346,676757,18485
1588708898290372,676757,18336
1588708898366429,705102,17863
1588708898422499,705102,19412
1588708898490389,705102,18257
1588708898567443,733412,20659
1588708898626553,733412,17620
1588708898695866,733412,18464
1588708898759576,761671,18611
1588708898828509,761671,22609
1588708898891358,761671,18925
1588708898966345,761671,22792
1588708899020949,789872,21334
1588708899095293,789872,21105
1588708899179325,818125,23087
1588708899222245,818125,17986
1588708899305698,818125,21579
1588708899362279,818125,19789
1588708899420835,846415,19813
1588708899487517,846415,21014
1588708899577156,846785,19635
1588708899626099,846785,20695
1588708899689903,846785,20420
1588708899758773,846785,25408
1588708899819755,847095,25914
1588708899895799,847095,22846
1588708899964650,847095,21106
1588708900025704,847439,20156
1588708900098894,847439,23020
1588708900165906,847626,21129
1588708900227119,847626,20851
1588708900289713,847626,21098
1588708900375732,847626,21799
1588708900427348,847773,20880
1588708900493837,847773,22776
1588708900563413,847773,20451
1588708900633017,847940,21183
1588708900706754,847940,19937
1588708900760825,848081,20529
1588708900828768,848081,20289
1588708900890232,848081,20147
1588708900958567,848081,21143
1588708901033459,848259,23957
1588708901088557,848259,20780
1588708901164094,848259,21908
1588708901224769,848392,19797
1588708901297889,848392,24739
1588708901355673,848392,20088
1588708901431708,848453,21135
1588708901500237,848453,20967
1588708901558850,848453,22199
1588708901648412,848361,21788
1588708901692412,848361,20354
1588708901786886,848220,19118
1588708901828501,848220,22545
1588708901892006,848220,20015
1588708901959849,848220,22410
1588708902024319,848260,20325
1588708902095537,848260,20262
1588708902155038,848260,21285
1588708902238844,848307,21030
1588708902292664,848307,19885
1588708902377632,848494,20455
1588708902431738,848494,20068
1588708902494161,848494,19481
1588708902574721,848494,21077
1588708902631773,848664,20504
1588708902713116,848664,20364
1588708902762424,848757,19634
1588708902827136,848757,21605
1588708902899036,848757,20375
1588708902960335,848757,19528
1588708903035759,848899,20643
1588708903093148,848899,20473
1588708903169854,848899,21524
1588708903227622,848989,20815
1588708903297000,848989,29750
